,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
7748,C17958,1109.84819,1.0,261.56,182.37,79.19,1192.668467,0.416667,0.333333,0.166667,0.166667,8,8,1200.0,572.817257,697.0384389999999,0.0,12,0
7749,C17959,116.34325600000001,1.0,38.0,0.0,38.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,59.26066899999999,215.395806,0.0,12,0
7750,C17960,482.671967,1.0,0.0,0.0,0.0,18.976859,0.0,0.0,0.0,0.083333,1,0,500.0,132.659676,266.857429,0.0,12,0
7753,C17964,1648.217916,0.857143,250.0,0.0,250.0,1822.194082,0.571429,0.0,0.428571,0.14285699999999998,2,8,3000.0,249.96881000000002,352.00023,0.0,7,0
7754,C17965,61.763018,1.0,35.3,0.0,35.3,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,75.285164,171.993034,0.0,12,0
7755,C17966,722.8553509999999,1.0,0.0,0.0,0.0,396.516695,0.0,0.0,0.0,0.166667,2,0,2500.0,187.058515,325.50599900000003,0.0,12,0
7756,C17967,1836.5652719999998,1.0,0.0,0.0,0.0,1265.552953,0.0,0.0,0.0,0.166667,5,0,2500.0,713.124426,476.311984,0.0,12,0
7757,C17968,4.115287,0.363636,60.0,0.0,60.0,0.0,0.333333,0.0,0.25,0.0,0,4,2500.0,109.888829,166.384674,0.0,12,0
7758,C17969,36.898142,0.909091,942.34,0.0,942.34,0.0,0.916667,0.0,0.916667,0.0,0,21,1500.0,1007.917726,98.74335,0.666667,12,0
7759,C17970,1366.778251,1.0,5065.83,4539.7,526.13,48.245421,1.0,1.0,0.666667,0.083333,1,69,1700.0,4366.758829,904.850068,0.0,12,0
7760,C17971,771.773362,1.0,750.0,250.0,500.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,204.167996,260.332459,0.0,12,0
7762,C17973,9.113909,1.0,106.56,0.0,106.56,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,110.590507,55.716728,0.909091,12,0
7763,C17974,845.8153869999999,1.0,37.5,0.0,37.5,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,0.0,0.0,12,0
7765,C17976,352.58799,1.0,281.81,183.81,98.0,0.0,0.666667,0.416667,0.583333,0.0,0,15,1600.0,835.301657,175.210164,0.083333,12,0
7766,C17977,438.4161,1.0,673.68,0.0,673.68,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,717.601973,234.92649900000004,0.0,12,0
7767,C17978,1348.0851890000001,1.0,0.0,0.0,0.0,1364.200415,0.0,0.0,0.0,0.25,6,0,3500.0,721.056957,372.603452,0.0,12,0
7768,C17979,219.885039,1.0,1857.17,1367.65,489.52,0.0,0.75,0.166667,0.583333,0.0,0,16,1800.0,630.186926,210.086007,0.0,12,0
7769,C17980,22.35378,0.181818,284.5,284.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1000.0,1578.650857,86.173877,0.0,12,0
7770,C17981,25.201832999999997,0.454545,609.01,0.0,609.01,0.0,1.0,0.0,1.0,0.0,0,50,3000.0,513.138281,44.804433,0.181818,12,0
7772,C17983,1757.4399329999999,0.833333,0.0,0.0,0.0,2408.0076010000002,0.0,0.0,0.0,0.166667,6,0,2500.0,175.11583100000001,450.61673099999996,0.0,6,0
7773,C17984,1064.473728,1.0,0.0,0.0,0.0,904.682287,0.0,0.0,0.0,0.166667,6,0,1200.0,1769.702541,410.402406,0.0,12,0
7774,C17985,1420.656377,0.875,0.0,0.0,0.0,1773.7694809999998,0.0,0.0,0.0,0.25,4,0,2500.0,316.465166,344.662808,0.0,8,0
7775,C17986,862.4130240000001,1.0,108.0,0.0,108.0,925.6026810000001,0.333333,0.0,0.333333,0.333333,10,4,1000.0,1151.18815,2977.301882,0.0,12,0
7776,C17988,1061.5708650000001,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2,0,2500.0,417.214903,235.32592400000001,0.0,12,0
7777,C17989,2.422926,0.363636,64.0,0.0,64.0,0.0,0.333333,0.0,0.333333,0.0,0,4,4000.0,151.90137099999998,70.78109,0.333333,12,0
7778,C17990,0.0,0.0,147.0,0.0,147.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,152.10913200000002,0.0,0.0,12,0
7779,C17991,1746.714825,1.0,0.0,0.0,0.0,113.67326100000001,0.0,0.0,0.0,0.166667,2,0,1800.0,354.637009,756.052579,0.0,12,0
7780,C17992,52.278293,1.0,346.46,0.0,346.46,0.0,0.916667,0.0,0.833333,0.0,0,16,4000.0,203.562894,177.972156,0.333333,12,0
7781,C17993,4.448015,0.272727,71.81,0.0,71.81,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,257.226631,130.382506,1.0,12,0
7782,C17994,858.880154,1.0,65.0,65.0,0.0,1054.4111300000002,0.083333,0.083333,0.0,0.416667,6,1,3000.0,1288.1418039999999,207.770998,0.0,12,0
7783,C17995,1034.332765,1.0,0.0,0.0,0.0,279.336255,0.0,0.0,0.0,0.25,6,0,1000.0,714.753968,660.660155,0.0,12,0
7784,C17996,68.156278,1.0,785.76,0.0,785.76,0.0,1.0,0.0,1.0,0.0,0,33,2000.0,708.743776,181.392809,0.083333,12,0
7786,C17998,2339.4425,1.0,2941.53,1032.4,1909.13,0.0,1.0,0.5,1.0,0.0,0,86,3000.0,2055.656122,697.394834,0.0,12,0
7787,C17999,0.0,0.0,228.59,0.0,228.59,0.0,0.75,0.0,0.75,0.0,0,16,4000.0,545.756332,0.0,0.0,12,0
7788,C18000,91.478145,0.636364,209.4,0.0,209.4,0.0,0.333333,0.0,0.333333,0.0,0,4,2000.0,431.61219500000004,129.715755,0.0,12,0
7789,C18001,58.603273,0.181818,2080.51,2080.51,0.0,0.0,0.166667,0.166667,0.0,0.0,0,7,2500.0,1965.056445,14.242628,0.0,12,0
7790,C18002,38.475299,0.818182,61.8,0.0,61.8,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,165.771479,137.482544,0.0,12,0
7791,C18003,477.903003,1.0,566.12,396.51,169.61,493.409789,0.333333,0.25,0.25,0.416667,7,12,1500.0,457.330803,210.151115,0.0,12,0
7792,C18004,1291.394861,1.0,778.12,289.86,488.26,0.0,1.0,0.25,0.916667,0.0,0,21,1200.0,853.446434,3354.1893,0.0,12,0
7793,C18005,54.713751,0.909091,578.6,0.0,578.6,0.0,0.833333,0.0,0.75,0.0,0,10,2500.0,607.673138,184.597912,0.333333,12,0
7795,C18007,1641.801417,1.0,1192.18,328.21,863.97,1026.486577,1.0,0.083333,1.0,0.416667,8,19,2000.0,1739.401295,606.312146,0.0,12,0
7796,C18008,107.27121299999999,1.0,726.42,0.0,726.42,0.0,0.833333,0.0,0.75,0.0,0,12,1000.0,744.715148,168.66921000000002,0.8888889999999999,12,0
7797,C18009,99.040178,1.0,1100.0,0.0,1100.0,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,1310.127669,167.38994,0.727273,12,0
7798,C18010,972.6041560000001,1.0,0.0,0.0,0.0,803.573286,0.0,0.0,0.0,0.166667,2,0,1200.0,751.50856,230.564527,0.0,12,0
7799,C18011,357.593551,1.0,68.0,0.0,68.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,243.40011800000002,194.02838400000002,0.0,12,0
7800,C18012,15.922217999999999,1.0,300.0,0.0,300.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,276.24223900000004,0.0,0.0,12,0
7801,C18013,53.090328,1.0,546.7,0.0,546.7,47.68994,0.833333,0.0,0.75,0.083333,1,14,2500.0,753.224953,128.402444,0.454545,12,0
7802,C18014,827.66215,1.0,965.0,890.0,75.0,0.0,0.333333,0.166667,0.166667,0.0,0,4,2000.0,748.605862,330.125475,0.0,12,0
7803,C18015,615.726189,0.666667,1317.34,1317.34,0.0,0.0,0.22222199999999998,0.22222199999999998,0.0,0.0,0,2,2500.0,328.995042,185.21031299999999,0.0,9,0
7805,C18017,1219.044349,1.0,0.0,0.0,0.0,927.8627230000001,0.0,0.0,0.0,0.333333,15,0,2500.0,259.368165,303.515952,0.0,12,0
7806,C18018,16.707289000000003,0.875,69.23,0.0,69.23,0.0,0.875,0.0,0.75,0.0,0,7,1500.0,43.829632000000004,111.411433,0.0,8,0
7807,C18019,1361.203619,1.0,952.09,523.09,429.0,2749.569996,0.583333,0.166667,0.416667,0.333333,4,19,1500.0,4256.495061,426.96590999999995,0.083333,12,0
7809,C18021,445.14676299999996,0.857143,2118.54,950.19,1168.35,203.91042099999999,0.857143,0.714286,0.714286,0.28571399999999997,3,27,1000.0,1443.057787,229.489434,0.4,7,0
7810,C18022,32.726042,0.636364,303.51,303.51,0.0,0.0,0.333333,0.333333,0.0,0.0,0,5,1200.0,550.181692,100.810197,0.666667,12,0
7817,C18029,1060.630483,1.0,330.0,0.0,330.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,588.576603,794.656428,0.0,12,0
7818,C18031,840.144184,1.0,2790.72,2156.94,633.78,0.0,1.0,1.0,0.666667,0.0,0,44,1000.0,2723.9542100000003,361.73511,0.083333,12,0
7820,C18033,84.44248499999999,1.0,1515.73,837.57,678.16,0.0,0.916667,0.416667,0.5,0.0,0,17,2000.0,1421.806435,138.105996,1.0,12,0
7821,C18034,1145.052414,1.0,115.95,115.95,0.0,191.654534,0.083333,0.083333,0.0,0.083333,1,1,1500.0,1703.0040510000001,374.43666,0.083333,12,0
7822,C18035,1109.606747,1.0,1625.95,1022.66,603.29,0.0,1.0,0.5,0.666667,0.0,0,28,3000.0,290.793658,334.180282,0.0,12,0
7823,C18036,8.68618,0.454545,55.72,0.0,55.72,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,155.849599,139.831502,0.333333,12,0
7824,C18037,463.59969,1.0,811.11,811.11,0.0,234.763929,0.5,0.5,0.0,0.166667,2,11,500.0,990.743027,257.17489900000004,0.0,12,0
7825,C18038,100.418706,0.909091,1021.13,0.0,1021.13,0.0,0.833333,0.0,0.833333,0.0,0,10,2000.0,1143.833292,160.392028,1.0,12,0
7826,C18039,1095.9847359999999,1.0,374.53,374.53,0.0,1391.2563810000001,0.5,0.5,0.0,0.416667,14,8,1200.0,2351.506776,432.32417300000003,0.083333,12,0
7828,C18041,645.4060049999999,1.0,0.0,0.0,0.0,929.2200849999999,0.0,0.0,0.0,0.333333,4,0,1000.0,193.013564,310.454708,0.0,12,0
7829,C18042,123.456942,1.0,1378.92,0.0,1378.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1313.596455,181.026879,1.0,12,0
7830,C18043,1492.606493,0.777778,0.0,0.0,0.0,2361.57578,0.0,0.0,0.0,0.555556,17,0,2500.0,543.321868,478.995513,0.0,9,0
7831,C18044,0.0,0.0,110.4,0.0,110.4,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,0.0,0.0,0.0,12,0
7832,C18045,230.565492,1.0,2092.44,0.0,2092.44,0.0,1.0,0.0,1.0,0.0,0,14,2000.0,1928.2264309999998,179.447673,0.916667,12,0
7833,C18046,144.555083,0.363636,1352.1,1352.1,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,2500.0,656.758103,77.571584,0.0,12,0
7834,C18047,0.0,0.0,1027.92,0.0,1027.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1028.353304,13.395434,0.0,12,0
7835,C18048,968.188634,1.0,69.44,0.0,69.44,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,251.875749,443.13145199999997,0.0,12,0
7836,C18049,464.57858899999997,1.0,0.0,0.0,0.0,502.58572000000004,0.0,0.0,0.0,0.583333,12,0,500.0,667.5317309999999,190.628474,0.0,12,0
7839,C18052,2743.766025,1.0,150.0,150.0,0.0,1562.979881,0.083333,0.083333,0.0,0.416667,9,1,3500.0,623.036521,585.518894,0.0,12,0
7841,C18054,785.704401,1.0,1059.82,899.82,160.0,2083.277724,0.666667,0.416667,0.25,0.5,11,10,3600.0,2380.838508,242.76267,0.0,12,0
7842,C18055,884.1757449999999,1.0,266.56,89.9,176.66,365.489055,0.333333,0.083333,0.25,0.166667,3,6,1200.0,1094.5572960000002,807.206399,0.0,12,0
7844,C18057,6.682815,0.363636,202.15,0.0,202.15,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,554.377554,99.249569,1.0,12,0
7845,C18058,665.623904,0.636364,581.43,0.0,581.43,2158.502052,0.583333,0.0,0.5,0.083333,1,11,2500.0,593.8592639999999,663.911004,0.0,12,0
7846,C18059,130.89021100000002,0.363636,131.26,0.0,131.26,0.0,0.333333,0.0,0.333333,0.0,0,4,3000.0,763.568532,67.294065,0.090909,12,0
7848,C18061,411.362969,1.0,10.79,0.0,10.79,0.0,0.166667,0.0,0.166667,0.0,0,1,1200.0,918.160924,166.28151100000002,0.0,12,0
7849,C18062,1091.9738320000001,1.0,0.0,0.0,0.0,77.349474,0.0,0.0,0.0,0.083333,1,0,1200.0,259.506889,518.930756,0.0,12,0
7850,C18063,77.32592,1.0,664.51,0.0,664.51,0.0,0.916667,0.0,0.833333,0.0,0,11,2500.0,623.532457,174.762624,1.0,12,0
7851,C18064,1131.503917,1.0,120.0,120.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,352.210107,470.738221,0.0,12,0
7852,C18065,1723.887407,1.0,2598.91,1433.1,1165.81,695.211518,0.916667,0.583333,0.833333,0.166667,4,50,2500.0,3590.348857,847.217144,0.083333,12,0
7853,C18066,19.01482,0.454545,604.26,0.0,604.26,0.0,0.583333,0.0,0.583333,0.0,0,10,4000.0,754.866138,54.86388,0.1,12,0
7854,C18067,1337.2873140000002,1.0,1662.41,1662.41,0.0,0.0,0.5,0.5,0.0,0.0,0,10,1500.0,1670.844026,1995.3950960000002,0.0,12,0
7855,C18068,26.531265,0.545455,373.39,0.0,373.39,0.0,0.636364,0.0,0.636364,0.0,0,7,3000.0,535.2063870000001,140.926151,1.0,11,0
7856,C18069,955.5889269999999,1.0,0.0,0.0,0.0,54.066975,0.0,0.0,0.0,0.166667,2,0,1000.0,196.54231399999998,278.36141299999997,0.0,12,0
7857,C18070,903.0415800000001,1.0,350.0,350.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0,2,1000.0,482.501636,444.0465,0.0,11,0
7858,C18071,218.00441600000002,1.0,0.0,0.0,0.0,272.86627400000003,0.0,0.0,0.0,0.083333,2,0,500.0,186.269591,177.363707,0.0,12,0
7859,C18072,328.943655,0.714286,0.0,0.0,0.0,746.311927,0.0,0.0,0.0,0.28571399999999997,2,0,1500.0,498.28605899999997,103.323766,0.0,7,0
7860,C18073,607.880635,0.909091,0.0,0.0,0.0,2266.4908179999998,0.0,0.0,0.0,0.25,3,0,1200.0,2379.418142,299.91353399999997,0.090909,12,0
7861,C18074,589.8109,1.0,0.0,0.0,0.0,4397.346355,0.0,0.0,0.0,0.416667,13,0,2000.0,2705.9107940000004,794.238939,0.2,12,0
7862,C18075,107.48716999999999,0.090909,0.0,0.0,0.0,1391.262316,0.0,0.0,0.0,0.083333,5,0,1500.0,0.0,0.0,0.0,12,0
7864,C18077,14.097101,1.0,140.4,0.0,140.4,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,168.311013,107.142757,0.181818,12,0
7865,C18078,11.332157,0.545455,136.08,136.08,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1200.0,257.58203100000003,111.278576,0.666667,12,0
7866,C18079,13.648487,0.636364,146.46,0.0,146.46,0.0,0.5,0.0,0.416667,0.0,0,6,4000.0,152.571678,159.678414,0.428571,12,0
7867,C18080,1086.8530859999998,1.0,178.0,178.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1200.0,346.565751,405.64498599999996,0.0,12,0
7868,C18081,109.794839,1.0,259.28,167.0,92.28,0.0,1.0,0.083333,1.0,0.0,0,13,2500.0,168.86298,161.738416,0.166667,12,0
7869,C18082,183.28583999999998,1.0,23.75,23.75,0.0,64.006247,0.083333,0.083333,0.0,0.083333,2,1,500.0,584.679478,139.651483,0.083333,12,0
7871,C18084,2925.5847489999996,1.0,1066.56,0.0,1066.56,0.0,1.0,0.0,1.0,0.0,0,24,3000.0,1542.787313,1425.965198,0.0,12,0
7872,C18085,1075.827234,1.0,342.65,0.0,342.65,614.082528,0.583333,0.0,0.5,0.25,9,7,1200.0,1145.26976,798.9094709999999,0.0,12,0
7873,C18086,182.514528,1.0,157.67,0.0,157.67,214.94366000000002,0.916667,0.0,0.916667,0.416667,6,11,1000.0,138.547392,209.716038,0.0,12,0
7874,C18088,1354.155365,1.0,50.0,50.0,0.0,627.630949,0.083333,0.083333,0.0,0.166667,8,1,3000.0,483.253247,655.027716,0.0,12,0
7875,C18089,666.010085,1.0,504.87,504.87,0.0,271.354588,0.166667,0.166667,0.0,0.083333,1,2,1000.0,631.927013,173.032903,0.0,12,0
7876,C18090,0.0,0.0,420.6,0.0,420.6,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,382.21079,0.0,0.0,12,0
7879,C18093,1381.0800279999999,1.0,360.0,0.0,360.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,115.64924099999999,13564.39121,0.0,12,0
7880,C18094,1009.483517,1.0,278.55,0.0,278.55,0.0,0.75,0.0,0.666667,0.0,0,14,1000.0,624.230027,586.252419,0.0,12,0
7881,C18095,465.003141,1.0,500.0,500.0,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,1,1000.0,109.818409,357.651724,0.0,9,0
7882,C18096,1735.597569,1.0,1591.11,1591.11,0.0,0.0,0.666667,0.666667,0.0,0.0,0,27,2700.0,485.135865,632.484083,0.0,12,0
7883,C18097,202.681879,1.0,312.5,312.5,0.0,170.577213,0.166667,0.166667,0.0,0.166667,2,3,500.0,188.382752,208.991873,0.0,12,0
7884,C18098,1544.621765,1.0,1534.12,26.5,1507.62,0.0,1.0,0.083333,1.0,0.0,0,42,2000.0,450.412929,958.88945,0.0,12,0
7885,C18099,733.760958,1.0,371.76,0.0,371.76,0.0,0.5,0.0,0.5,0.0,0,11,3000.0,701.251972,210.72251200000002,0.0,12,0
7886,C18100,88.570138,1.0,535.83,0.0,535.83,0.0,1.0,0.0,1.0,0.0,0,29,2700.0,235.021379,137.341622,0.090909,12,0
7887,C18101,271.05166,0.909091,86.0,0.0,86.0,0.0,0.166667,0.0,0.166667,0.0,0,2,1000.0,442.141178,2863.640612,0.0,12,0
7888,C18102,1113.396708,1.0,2701.58,2626.58,75.0,0.0,0.583333,0.5,0.083333,0.0,0,8,1500.0,2456.996431,1653.336976,0.0,12,0
7889,C18103,144.621301,1.0,1584.49,461.77,1122.72,0.0,1.0,0.25,1.0,0.0,0,26,2000.0,1520.603882,167.328894,0.833333,12,0
7890,C18104,191.333253,1.0,637.19,168.54,468.65,0.0,1.0,0.25,1.0,0.0,0,37,2500.0,478.92389000000003,168.015528,0.0,12,0
7891,C18105,1334.012141,1.0,0.0,0.0,0.0,152.353179,0.0,0.0,0.0,0.083333,1,0,1500.0,312.029134,275.729456,0.0,12,0
7892,C18106,25.192974,0.545455,764.64,0.0,764.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1074.956132,88.325372,0.545455,12,0
7893,C18107,0.19009,0.090909,267.0,0.0,267.0,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,198.562574,0.0,0.0,12,0
7895,C18109,77.321718,1.0,278.44,0.0,278.44,0.0,1.0,0.0,1.0,0.0,0,18,2500.0,342.84362400000003,173.361571,0.0,12,0
7896,C18110,134.96131699999998,1.0,1432.66,644.67,787.99,0.0,1.0,0.416667,1.0,0.0,0,74,2000.0,1276.016501,162.738008,0.666667,12,0
7897,C18111,1017.982199,1.0,0.0,0.0,0.0,2247.107682,0.0,0.0,0.0,0.583333,14,0,1200.0,1582.856628,431.459141,0.0,12,0
7898,C18112,981.1030599999999,1.0,240.0,0.0,240.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,1777.9615800000001,868.806527,0.0,12,0
7899,C18113,802.8784400000001,1.0,3228.26,2766.92,461.34,0.0,1.0,0.583333,1.0,0.0,0,61,3000.0,630.245499,291.30958599999997,0.166667,12,0
7900,C18114,1712.340703,1.0,1711.36,401.7,1309.66,0.0,1.0,0.25,1.0,0.0,0,17,3500.0,1389.388725,1106.494745,0.0,12,0
7905,C18119,80.545433,1.0,374.37,0.0,374.37,0.0,1.0,0.0,1.0,0.0,0,27,1500.0,249.78655,164.519177,0.0,12,0
7906,C18120,8.404256,0.857143,0.0,0.0,0.0,132.266653,0.0,0.0,0.0,0.28571399999999997,3,0,2500.0,206.851966,24.421074,0.25,7,0
7907,C18121,212.86273500000001,1.0,262.24,0.0,262.24,0.0,1.0,0.0,1.0,0.0,0,44,1000.0,98.35911,1606.324111,0.0,12,0
7908,C18122,3.164023,0.454545,51.73,0.0,51.73,0.0,0.416667,0.0,0.416667,0.0,0,5,4000.0,77.666427,26.092644,0.0,12,0
7909,C18123,405.194627,1.0,0.0,0.0,0.0,293.097125,0.0,0.0,0.0,0.083333,1,0,1500.0,1506.490213,242.466254,0.083333,12,0
7910,C18124,69.190177,1.0,431.52,0.0,431.52,0.0,1.0,0.0,1.0,0.0,0,12,2700.0,439.947272,171.63298,0.333333,12,0
7912,C18126,56.215217,1.0,402.13,0.0,402.13,0.0,1.0,0.0,1.0,0.0,0,40,1000.0,297.931037,170.67847700000002,0.666667,12,0
7914,C18128,1075.185409,1.0,398.53,45.65,352.88,0.0,0.916667,0.083333,0.916667,0.0,0,12,1000.0,579.034578,1205.387032,0.0,12,0
7915,C18129,20.639295,0.454545,464.64,0.0,464.64,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,919.544492,84.153407,0.545455,12,0
7916,C18130,29.129725,0.909091,248.76,0.0,248.76,0.0,0.833333,0.0,0.833333,0.0,0,10,3200.0,283.25474199999996,146.346103,0.909091,12,0
7917,C18131,205.123089,1.0,197.42,0.0,197.42,0.0,0.916667,0.0,0.916667,0.0,0,11,1500.0,145.04663100000002,171.92088600000002,0.0,12,0
7918,C18132,939.989584,1.0,0.0,0.0,0.0,56.443763,0.0,0.0,0.0,0.083333,2,0,1000.0,214.75835099999998,184.671844,0.0,12,0
7919,C18134,0.0,0.0,10.89,0.0,10.89,0.0,0.083333,0.0,0.083333,0.0,0,1,4000.0,0.0,0.0,0.0,12,0
7920,C18135,862.2764990000001,1.0,174.84,0.0,174.84,276.675751,0.5,0.0,0.5,0.083333,1,6,1000.0,1407.393166,501.699229,0.083333,12,0
7922,C18137,1381.084668,1.0,162.56,0.0,162.56,186.248313,0.5,0.0,0.5,0.083333,1,6,3000.0,503.44243600000004,324.783283,0.0,12,0
7923,C18138,216.64892999999998,1.0,4606.71,3217.43,1389.28,0.0,1.0,0.4,0.7,0.0,0,22,2000.0,2251.966666,131.42536299999998,1.0,10,0
7925,C18140,33.384648999999996,0.909091,109.32,69.32,40.0,0.0,0.5,0.166667,0.25,0.0,0,6,1200.0,163.060103,215.422442,0.0,12,0
7926,C18141,188.132508,1.0,515.88,79.0,436.88,0.0,0.833333,0.083333,0.75,0.0,0,14,2700.0,601.729266,194.53493400000002,0.0,12,0
7927,C18142,0.5335810000000001,0.545455,109.62,0.0,109.62,0.0,0.5,0.0,0.5,0.0,0,6,4000.0,177.666351,0.037744,0.0,12,0
7929,C18144,94.116597,0.909091,1041.5,125.0,916.5,0.0,0.833333,0.083333,0.75,0.0,0,14,2500.0,1010.8651,172.472222,0.555556,12,0
7931,C18146,1020.5353660000001,1.0,205.54,205.54,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1200.0,232.721106,539.082396,0.0,12,0
7932,C18147,1137.469948,1.0,1865.56,280.6,1584.96,157.80548000000002,1.0,0.25,1.0,0.083333,3,62,1200.0,990.084482,2405.692294,0.0,12,0
7933,C18148,0.0,0.0,136.8,0.0,136.8,0.0,1.0,0.0,1.0,0.0,0,12,2700.0,127.99655,0.0,0.0,12,0
7934,C18149,42.375572999999996,0.909091,150.56,0.0,150.56,0.0,0.5,0.0,0.5,0.0,0,6,4000.0,278.128216,156.291747,0.1,12,0
7935,C18150,30.044075,1.0,420.0,0.0,420.0,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,415.96908199999996,163.023401,1.0,12,0
7936,C18151,1333.2529630000001,1.0,0.0,0.0,0.0,408.108731,0.0,0.0,0.0,0.272727,10,0,4000.0,627.520326,325.729395,0.0,11,0
7937,C18152,973.0391289999999,1.0,964.2,294.7,669.5,0.0,0.75,0.416667,0.666667,0.0,0,21,1200.0,914.8528449999999,334.086716,0.0,12,0
7938,C18153,41.550284999999995,0.454545,421.6,312.85,108.75,0.0,0.333333,0.166667,0.166667,0.0,0,5,1000.0,303.472063,290.219348,0.0,12,0
7939,C18154,23.407282000000002,0.11111099999999999,240.47,240.47,0.0,0.0,0.11111099999999999,0.11111099999999999,0.0,0.0,0,2,2500.0,0.0,0.0,0.0,9,0
7940,C18155,413.936244,1.0,187.5,0.0,187.5,0.0,0.6,0.0,0.6,0.0,0,6,1000.0,141.526262,176.10728500000002,0.0,10,0
7941,C18156,613.893503,1.0,2078.56,1693.5,385.06,0.0,0.916667,0.666667,0.666667,0.0,0,31,1800.0,1013.159567,169.176825,0.0,12,0
7942,C18157,1369.5042640000001,1.0,1603.8,0.0,1603.8,0.0,1.0,0.0,1.0,0.0,0,12,1300.0,1591.602315,1278.3295369999998,0.0,12,0
7943,C18158,49.682373,1.0,412.32,0.0,412.32,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,551.966425,470.6688,0.083333,12,0
7945,C18160,468.256151,1.0,55.0,55.0,0.0,54.149701,0.083333,0.083333,0.0,0.083333,2,1,500.0,246.58435699999998,329.619743,0.0,12,0
7946,C18161,12.642164,0.272727,175.56,0.0,175.56,0.0,0.25,0.0,0.166667,0.0,0,3,1000.0,382.866599,178.54837,0.0,12,0
7947,C18162,35.074422,1.0,72.4,0.0,72.4,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,134.808623,141.557845,0.0,12,0
7949,C18164,17.838173,1.0,164.7,0.0,164.7,0.0,0.416667,0.0,0.333333,0.0,0,5,3000.0,182.46246100000002,103.72423,0.11111099999999999,12,0
7950,C18165,81.364936,1.0,710.16,0.0,710.16,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,688.322495,177.76209,0.75,12,0
7951,C18166,888.101401,1.0,100.0,0.0,100.0,896.5789900000001,0.22222199999999998,0.0,0.11111099999999999,0.11111099999999999,2,2,1000.0,212.755352,527.241583,0.0,9,0
7952,C18167,3.744789,0.090909,78.33,0.0,78.33,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,0.0,0.0,12,0
7953,C18168,401.822565,1.0,518.23,116.23,402.0,0.0,0.5,0.166667,0.333333,0.0,0,8,1700.0,160.689352,190.313074,0.0,12,0
7954,C18169,14.017311,0.454545,327.8,0.0,327.8,0.0,0.416667,0.0,0.416667,0.0,0,5,1500.0,692.3364389999999,94.456281,0.8,12,0
7955,C18170,54.58197,1.0,247.66,132.0,115.66,0.0,1.0,0.166667,1.0,0.0,0,16,1700.0,163.543097,151.84653600000001,0.0,12,0
7956,C18171,15.523256,0.454545,0.0,0.0,0.0,357.184643,0.0,0.0,0.0,0.416667,12,0,500.0,213.153735,70.79745799999999,0.090909,12,0
